3.009356825586939621e+01,-1.107676880575086500e+02
2.980180725518386353e+01,-1.107903501885492261e+02
2.988976678885791927e+01,-1.109941061113357534e+02
2.990557113072466322e+01,-1.109791351336050127e+02
2.970563182248216449e+01,-1.108586509011672661e+02
2.974314586610850952e+01,-1.111706353656177697e+02
2.963254203677445275e+01,-1.110797591137306313e+02
2.965507816078521941e+01,-1.111268091552613413e+02
2.939558899556993765e+01,-1.113218480177028198e+02
2.933175979244941090e+01,-1.111136745080763575e+02
2.947280622952359153e+01,-1.112282292351542594e+02
2.944379016989070408e+01,-1.113880667466532088e+02
2.922279133462048861e+01,-1.113834257402759818e+02
2.922904509777460191e+01,-1.115888847654985483e+02
2.909292361826891238e+01,-1.114488331391258384e+02
2.914430917841457358e+01,-1.116464151070927926e+02
2.894710238735658336e+01,-1.117108498716029032e+02
2.915553112828991189e+01,-1.116605514820140144e+02
2.908190145937001958e+01,-1.116703963710485539e+02
2.900767634859264632e+01,-1.119339109688598910e+02
2.885239664396826598e+01,-1.119334577981776562e+02
2.867344664826961420e+01,-1.117998277722635976e+02
2.876770427129439867e+01,-1.120418770281432899e+02
2.877418739152590277e+01,-1.121471986380427950e+02
2.863479023597670903e+01,-1.122363453979626513e+02
2.860240060815482011e+01,-1.120937030584756826e+02
2.847627746382482172e+01,-1.123195846731532583e+02
2.842032895366777012e+01,-1.121792437542133030e+02
2.847694344459175753e+01,-1.124572936141944837e+02
2.845985166754813278e+01,-1.125218343164443695e+02
2.822901991174615333e+01,-1.123729404557135609e+02
2.818382256767575100e+01,-1.126307020405496360e+02
2.821668347774964758e+01,-1.126176009312825954e+02
2.800706185565214312e+01,-1.124771304140664512e+02
2.818685424979466703e+01,-1.127887159713226168e+02
2.792812925353836206e+01,-1.127970094945184911e+02
2.808884647020718361e+01,-1.126403755983515680e+02
2.796725850784979883e+01,-1.128222044783905318e+02
2.773120830510758594e+01,-1.129579727809234413e+02
2.789970066556240980e+01,-1.128326671211803927e+02
2.768555175445740701e+01,-1.130878341106101743e+02
2.757000420002850305e+01,-1.130099939266679314e+02
2.763013131351710783e+01,-1.129939005723410332e+02
2.740897691015367243e+01,-1.132008453389485680e+02
2.748766302399879180e+01,-1.132686260347030469e+02
2.744173543353243616e+01,-1.131642419951151624e+02
2.734279227826037229e+01,-1.132253145559076870e+02
2.733275681144470681e+01,-1.135266558428545665e+02
2.721828546513235736e+01,-1.134176191640355142e+02
2.726002382749164354e+01,-1.134883649534584151e+02
2.727098911465175135e+01,-1.134970986448476538e+02
2.695892494468432332e+01,-1.137589477873896726e+02
2.691951683616128932e+01,-1.136694477937014511e+02
2.710928478546347264e+01,-1.137162495595641474e+02
2.686523719624193518e+01,-1.136814845923020698e+02
2.698854865192775776e+01,-1.139298148196078699e+02
2.675618752738066064e+01,-1.140313512081904150e+02
2.683149106900286540e+01,-1.139038237802378717e+02
2.659802298318123448e+01,-1.138900675062011345e+02
2.666643035118994831e+01,-1.139315393396143747e+02
2.648708293326201613e+01,-1.142028546387960972e+02
2.651898321007358561e+01,-1.140840546594940150e+02
2.638147633998374531e+01,-1.142106808271811502e+02
2.647238827044817810e+01,-1.142939233593244239e+02
2.640321170578832266e+01,-1.144623778258418554e+02
2.620672001395888273e+01,-1.145196600838883825e+02
2.637818390468980922e+01,-1.144329669044466584e+02
2.624068496923787563e+01,-1.145190624515849294e+02
2.601279792427293813e+01,-1.146297477682972641e+02
2.608046425925797251e+01,-1.146407121445129889e+02
2.596948933592434017e+01,-1.147659378657667588e+02
2.592572159653810715e+01,-1.146431036239742696e+02
2.586932154986186205e+01,-1.146931884855214605e+02
2.585551040807913736e+01,-1.149583780729331153e+02
2.583138136690790532e+01,-1.150709380931628942e+02
2.560233724982744263e+01,-1.149724100091892751e+02
2.557767985679973677e+01,-1.148901400809913582e+02
2.555315031221072886e+01,-1.151435204089342221e+02
2.568428025571991569e+01,-1.152370801506091311e+02
2.558462322493047836e+01,-1.151364389713288006e+02
2.549827962413847970e+01,-1.151561229113617486e+02
2.540820936159570209e+01,-1.154681976120060511e+02
